Cpd,Mass,RT,Avg Mass,Vol,Quality Score,m/z,Show/Hide,Label,Std Dev,Base Peak,Polarity,Max Z,Min Z,Start,End,Height,Width,Vol %,Ions,Z Count,Saturated,Group,Cpds/Group,File,Algorithm
1663,584.263,16.152,584.5298,47077,100,619.2317,TRUE,Cpd 1663: 16.152,0.0009,619.2317,Negative,-1,-1,16.102,16.252,5481,0.063,0.01,4,1,,428,8,NZ_180830_s29.d,Find by Molecular Feature
1792,583.973,16.237,584.0613,254518,83.3,582.9657,TRUE,Cpd 1792: 16.237,,582.9657,Negative,-1,-1,16.085,16.352,35878,0.125,0.04,2,1,,440,10,NZ_180830_s29.d,Find by Molecular Feature
235,583.8432,0.619,584.5015,33623,98.8,582.8359,TRUE,Cpd 235: 0.619,,582.8359,Negative,-1,-1,0.532,0.673,4396,0.084,0,3,1,,10,9,NZ_180830_s29.d,Find by Molecular Feature
411,581.9929,0.878,582.2924,66596,85.7,580.9856,TRUE,Cpd 411: 0.878,,580.9856,Negative,-1,-1,0.782,0.957,8734,0.09,0.01,3,1,,37,6,NZ_180830_s29.d,Find by Molecular Feature
1685,581.9922,16.171,582.1016,46690,100,580.9849,TRUE,Cpd 1685: 16.171,,580.9849,Negative,-1,-1,16.119,16.26,11733,0.066,0.01,2,1,,430,9,NZ_180830_s29.d,Find by Molecular Feature
397,580.0677,0.851,580.2483,8813,100,579.0604,TRUE,Cpd 397: 0.851,,579.0604,Negative,-1,-1,0.815,0.932,2006,0.063,0,2,1,,34,4,NZ_180830_s29.d,Find by Molecular Feature
1973,579.9777,16.407,580.1874,185012,80,578.9704,TRUE,Cpd 1973: 16.407,,578.9704,Negative,-1,-1,16.285,16.552,28961,0.108,0.03,3,1,,463,6,NZ_180830_s29.d,Find by Molecular Feature
1777,579.9624,16.228,580.1052,24493,100,578.9552,TRUE,Cpd 1777: 16.228,,578.9552,Negative,-1,-1,16.152,16.302,4268,0.08,0,2,1,,438,20,NZ_180830_s29.d,Find by Molecular Feature
213,575.8807,0.604,576.5622,13773,100,574.8734,TRUE,Cpd 213: 0.604,,574.8734,Negative,-1,-1,0.54,0.665,1873,0.075,0,3,1,,8,13,NZ_180830_s29.d,Find by Molecular Feature
121,575.8265,0.592,576.7118,24300,100,574.8192,TRUE,Cpd 121: 0.592,,574.8192,Negative,-1,-1,0.557,0.665,4582,0.051,0,3,1,,6,78,NZ_180830_s29.d,Find by Molecular Feature
1785,574.3616,16.23,574.9136,15344,100,573.3543,TRUE,Cpd 1785: 16.230,,573.3543,Negative,-1,-1,16.144,16.302,2612,0.064,0,3,1,,438,20,NZ_180830_s29.d,Find by Molecular Feature
1633,574.0046,16.118,574.8355,12862,90.5,572.9974,TRUE,Cpd 1633: 16.118,,572.9974,Negative,-1,-1,16.052,16.202,1293,0.088,0,3,1,,423,5,NZ_180830_s29.d,Find by Molecular Feature
407,573.9247,0.874,574.1243,21354,91.2,572.9174,TRUE,Cpd 407: 0.874,,572.9174,Negative,-1,-1,0.79,1.015,2100,0.155,0,2,1,,37,6,NZ_180830_s29.d,Find by Molecular Feature
492,572.9391,1.061,573.1885,38848,100,571.9318,TRUE,Cpd 492: 1.061,,571.9318,Negative,-1,-1,0.973,1.181,7057,0.086,0.01,3,1,,56,8,NZ_180830_s29.d,Find by Molecular Feature
162,571.9266,0.595,572.1117,38906,100,570.9193,TRUE,Cpd 162: 0.595,,570.9193,Negative,-1,-1,0.54,0.657,8885,0.059,0.01,3,1,,6,78,NZ_180830_s29.d,Find by Molecular Feature
1863,570.977,16.317,571.1504,74514,100,569.9697,TRUE,Cpd 1863: 16.317,,569.9697,Negative,-1,-1,16.227,16.502,12495,0.097,0.01,2,1,,450,12,NZ_180830_s29.d,Find by Molecular Feature
243,569.9114,0.624,569.9963,92304,87,568.9041,TRUE,Cpd 243: 0.624,,568.9041,Negative,-1,-1,0.59,0.682,21646,0.056,0.01,2,1,,11,12,NZ_180830_s29.d,Find by Molecular Feature
1304,568.3184,8.765,568.4617,16306,97.3,567.3111,TRUE,Cpd 1304: 8.765,,567.3111,Negative,-1,-1,8.692,8.883,2818,0.098,0,2,1,,333,7,NZ_180830_s29.d,Find by Molecular Feature
1959,567.9786,16.394,568.0675,614242,100,566.9714,TRUE,Cpd 1959: 16.394,,566.9714,Negative,-1,-1,16.344,16.518,110520,0.075,0.08,2,1,,461,14,NZ_180830_s29.d,Find by Molecular Feature
1850,567.9784,16.302,568.0722,342461,83.3,566.9711,TRUE,Cpd 1850: 16.302,,566.9711,Negative,-1,-1,16.26,16.335,94919,0.047,0.05,2,1,,448,4,NZ_180830_s29.d,Find by Molecular Feature
1696,567.9778,16.179,568.2059,753378,100,566.9706,TRUE,Cpd 1696: 16.179,,566.9706,Negative,-1,-1,16.119,16.252,175126,0.064,0.1,3,1,,431,12,NZ_180830_s29.d,Find by Molecular Feature
1832,566.2685,16.277,567.1524,85931,99.4,565.2612,TRUE,Cpd 1832: 16.277,,565.2612,Negative,-1,-1,16.185,16.41,11410,0.084,0.01,4,1,,445,3,NZ_180830_s29.d,Find by Molecular Feature
242,565.8552,0.624,566.9486,22768,91.9,564.848,TRUE,Cpd 242: 0.624,,566.8506,Negative,-1,-1,0.557,0.673,2733,0.076,0,3,1,,11,12,NZ_180830_s29.d,Find by Molecular Feature
231,565.7976,0.616,566.6898,36081,90.5,564.7903,TRUE,Cpd 231: 0.616,,564.7903,Negative,-1,-1,0.532,0.665,5605,0.076,0,5,1,,9,9,NZ_180830_s29.d,Find by Molecular Feature
1630,564.2278,16.108,565.5685,13627,87,563.2206,TRUE,Cpd 1630: 16.108,,563.2206,Negative,-1,-1,16.069,16.144,2019,0.048,0,5,1,,422,4,NZ_180830_s29.d,Find by Molecular Feature
305,564.1209,0.75,564.3551,7255,100,563.1136,TRUE,Cpd 305: 0.750,,563.1136,Negative,-1,-1,0.698,0.807,1446,0.063,0,2,1,,22,10,NZ_180830_s29.d,Find by Molecular Feature
1967,563.9835,16.399,564.1269,1154772,100,562.9762,TRUE,Cpd 1967: 16.399,,562.9762,Negative,-1,-1,16.269,16.568,193755,0.101,0.16,3,1,,462,5,NZ_180830_s29.d,Find by Molecular Feature
1676,562.28,16.162,562.884,20987,100,561.2729,TRUE,Cpd 1676: 16.162,0.0004,561.2729,Negative,-1,-1,16.102,16.21,1649,0.058,0,6,1,,429,14,NZ_180830_s29.d,Find by Molecular Feature
1891,562.193,16.336,562.5253,21703,98.3,561.1857,TRUE,Cpd 1891: 16.336,,561.1857,Negative,-1,-1,16.294,16.419,5844,0.053,0,3,1,,453,10,NZ_180830_s29.d,Find by Molecular Feature
1901,561.9869,16.352,562.1359,54738,100,560.9796,TRUE,Cpd 1901: 16.352,,560.9796,Negative,-1,-1,16.235,16.51,6193,0.14,0.01,2,1,,455,7,NZ_180830_s29.d,Find by Molecular Feature
240,561.8972,0.62,562.4451,35976,95.7,560.8899,TRUE,Cpd 240: 0.620,,560.8899,Negative,-1,-1,0.532,0.682,5289,0.085,0,3,1,,10,9,NZ_180830_s29.d,Find by Molecular Feature
257,561.8523,0.644,562.3315,10488,97.9,560.845,TRUE,Cpd 257: 0.644,,560.845,Negative,-1,-1,0.599,0.673,2605,0.054,0,3,1,,13,2,NZ_180830_s29.d,Find by Molecular Feature
1932,560.3386,16.379,560.6555,7698,100,559.3313,TRUE,Cpd 1932: 16.379,,559.3313,Negative,-1,-1,16.335,16.435,1670,0.054,0,2,1,,459,12,NZ_180830_s29.d,Find by Molecular Feature
1864,560.0081,16.317,560.1232,41101,97.4,559.0008,TRUE,Cpd 1864: 16.317,,559.0008,Negative,-1,-1,16.269,16.452,7117,0.098,0.01,2,1,,450,12,NZ_180830_s29.d,Find by Molecular Feature
500,559.025,1.077,559.2289,7294,87,558.0177,TRUE,Cpd 500: 1.077,,558.0177,Negative,-1,-1,1.031,1.206,1426,0.08,0,2,1,,58,1,NZ_180830_s29.d,Find by Molecular Feature
1783,558.3459,16.229,558.7271,4159,80,557.3386,TRUE,Cpd 1783: 16.229,,557.3386,Negative,-1,-1,16.144,16.285,865,0.082,0,2,1,,438,20,NZ_180830_s29.d,Find by Molecular Feature
1811,558.2942,16.256,558.615,27598,97.7,557.2869,TRUE,Cpd 1811: 16.256,,557.2869,Negative,-1,-1,16.202,16.352,4599,0.077,0,2,1,,442,5,NZ_180830_s29.d,Find by Molecular Feature
463,557.0531,0.999,557.2212,17922,100,556.0459,TRUE,Cpd 463: 0.999,,556.0459,Negative,-1,-1,0.915,1.14,2706,0.113,0,2,1,,50,9,NZ_180830_s29.d,Find by Molecular Feature
172,556.815,0.595,557.1891,14977,96.6,555.8078,TRUE,Cpd 172: 0.595,,555.8078,Negative,-1,-1,0.54,0.673,1995,0.082,0,2,1,,6,78,NZ_180830_s29.d,Find by Molecular Feature
1780,555.9923,16.229,556.6292,24558,100,554.985,TRUE,Cpd 1780: 16.229,,554.985,Negative,-1,-1,16.144,16.302,3328,0.079,0,3,1,,438,20,NZ_180830_s29.d,Find by Molecular Feature
141,555.8957,0.593,556.0126,16852,86,554.8884,TRUE,Cpd 141: 0.593,,554.8884,Negative,-1,-1,0.565,0.648,5478,0.043,0,2,1,,6,78,NZ_180830_s29.d,Find by Molecular Feature
1869,554.2898,16.318,554.7053,174412,99.5,553.2825,TRUE,Cpd 1869: 16.318,,553.2825,Negative,-1,-1,16.235,16.444,16480,0.11,0.02,3,1,,450,12,NZ_180830_s29.d,Find by Molecular Feature
136,553.8802,0.593,553.9825,24315,100,552.8729,TRUE,Cpd 136: 0.593,,552.8729,Negative,-1,-1,0.549,0.657,6456,0.055,0,2,1,,6,78,NZ_180830_s29.d,Find by Molecular Feature
1924,551.9835,16.375,552.0902,16623931,100,550.9762,TRUE,Cpd 1924: 16.375,,550.9762,Negative,-1,-1,16.302,16.635,2900416,0.097,2.29,4,1,S,459,12,NZ_180830_s29.d,Find by Molecular Feature
405,551.9434,0.867,552.113,34295,99.9,550.9361,TRUE,Cpd 405: 0.867,,550.9361,Negative,-1,-1,0.765,0.998,3090,0.145,0,2,1,,36,6,NZ_180830_s29.d,Find by Molecular Feature
255,551.8252,0.634,551.8252,6299,80,586.7945,TRUE,Cpd 255: 0.634,0.0001,586.7945,Negative,-1,-1,0.574,0.665,1126,0.058,0,2,1,,12,3,NZ_180830_s29.d,Find by Molecular Feature
491,550.9578,1.06,551.1469,118641,100,549.9505,TRUE,Cpd 491: 1.060,0.0009,549.9505,Negative,-1,-1,0.948,1.223,22551,0.088,0.02,4,1,,56,8,NZ_180830_s29.d,Find by Molecular Feature
1796,548.2751,16.24,548.8661,34458,100,547.2678,TRUE,Cpd 1796: 16.240,,547.2678,Negative,-1,-1,16.177,16.427,4622,0.113,0,3,1,,440,10,NZ_180830_s29.d,Find by Molecular Feature
1958,547.9921,16.393,549.468,65787,80,546.9848,TRUE,Cpd 1958: 16.393,,548.9939,Negative,-1,-1,16.31,16.535,6178,0.099,0.01,4,1,,461,14,NZ_180830_s29.d,Find by Molecular Feature
13,547.9663,0.574,548.0766,277646,87.4,546.959,TRUE,Cpd 13: 0.574,,546.959,Negative,-1,-1,0.465,0.682,39609,0.116,0.04,3,1,,2,5,NZ_180830_s29.d,Find by Molecular Feature
229,547.8315,0.615,548.2103,53539,80,546.8242,TRUE,Cpd 229: 0.615,,546.8242,Negative,-1,-1,0.54,0.673,11131,0.061,0.01,4,1,,9,9,NZ_180830_s29.d,Find by Molecular Feature
1753,546.3304,16.214,546.7977,59265,86.2,545.3231,TRUE,Cpd 1753: 16.214,,545.3231,Negative,-1,-1,16.127,16.402,6565,0.136,0.01,3,1,,436,18,NZ_180830_s29.d,Find by Molecular Feature
422,545.9638,0.903,546.2067,77368,100,544.9565,TRUE,Cpd 422: 0.903,,544.9565,Negative,-1,-1,0.723,1.123,4699,0.221,0.01,2,1,,41,3,NZ_180830_s29.d,Find by Molecular Feature
1942,544.3017,16.384,544.5794,35876,100,543.2945,TRUE,Cpd 1942: 16.384,,543.2945,Negative,-1,-1,16.335,16.485,5596,0.075,0,2,1,,460,19,NZ_180830_s29.d,Find by Molecular Feature
245,543.8509,0.624,544.4963,32121,99.9,542.8436,TRUE,Cpd 245: 0.624,,542.8436,Negative,-1,-1,0.54,0.673,4914,0.065,0,3,1,,11,12,NZ_180830_s29.d,Find by Molecular Feature
636,542.5494,2.538,542.663,11524,86.8,1084.0909,TRUE,Cpd 636: 2.538,0.0009,1084.0909,Negative,-1,-1,2.489,2.589,1012,0.057,0,3,1,,105,2,NZ_180830_s29.d,Find by Molecular Feature
690,542.5365,2.865,542.6667,11802,82,1084.0657,TRUE,Cpd 690: 2.865,0,1084.0657,Negative,-1,-1,2.822,2.913,806,0.055,0,3,1,,119,6,NZ_180830_s29.d,Find by Molecular Feature
425,542.0008,0.914,542.2032,417539,100,540.9936,TRUE,Cpd 425: 0.914,,540.9936,Negative,-1,-1,0.748,1.265,23321,0.263,0.06,3,1,,42,1,NZ_180830_s29.d,Find by Molecular Feature
473,541.0591,1.036,541.2875,18493,100,540.0518,TRUE,Cpd 473: 1.036,,540.0518,Negative,-1,-1,0.965,1.115,3776,0.081,0,2,1,,53,6,NZ_180830_s29.d,Find by Molecular Feature
590,541.0582,1.966,541.2428,13794,100,540.051,TRUE,Cpd 590: 1.966,,540.051,Negative,-1,-1,1.897,2.047,2169,0.083,0,2,1,,89,3,NZ_180830_s29.d,Find by Molecular Feature
1723,541.0338,16.2,541.2265,14510,100,540.0265,TRUE,Cpd 1723: 16.200,,540.0265,Negative,-1,-1,16.152,16.427,3225,0.088,0,2,1,,434,8,NZ_180830_s29.d,Find by Molecular Feature
1626,539.9619,16.097,540.1018,19441,95.9,538.9547,TRUE,Cpd 1626: 16.097,,538.9547,Negative,-1,-1,16.06,16.169,5945,0.052,0,2,1,,420,5,NZ_180830_s29.d,Find by Molecular Feature
522,539.5443,1.159,539.9879,142782,100,538.5374,TRUE,Cpd 522: 1.159,0.0006,538.5374,Negative,-1,-1,1.065,1.265,5736,0.094,0.02,6,1,,64,13,NZ_180830_s29.d,Find by Molecular Feature
154,537.8484,0.594,537.9811,16424,100,536.8411,TRUE,Cpd 154: 0.594,,536.8411,Negative,-1,-1,0.549,0.665,4478,0.054,0,2,1,,6,78,NZ_180830_s29.d,Find by Molecular Feature
466,537.0435,1.021,537.2112,20097,90.4,536.0363,TRUE,Cpd 466: 1.021,,536.0363,Negative,-1,-1,0.957,1.131,2912,0.115,0,2,1,,52,3,NZ_180830_s29.d,Find by Molecular Feature
1803,536.1973,16.248,536.561,28391,96.6,535.19,TRUE,Cpd 1803: 16.248,,535.19,Negative,-1,-1,16.11,16.319,6662,0.062,0,3,1,,441,9,NZ_180830_s29.d,Find by Molecular Feature
1759,535.3319,16.217,535.83,17840,91.6,534.3246,TRUE,Cpd 1759: 16.217,,534.3246,Negative,-1,-1,16.169,16.269,3502,0.055,0,3,1,,437,12,NZ_180830_s29.d,Find by Molecular Feature
1820,533.9765,16.262,534.8752,402877,80,532.9692,TRUE,Cpd 1820: 16.262,,532.9692,Negative,-1,-1,16.169,16.394,64590,0.063,0.06,5,1,,443,10,NZ_180830_s29.d,Find by Molecular Feature
1654,533.9752,16.145,534.0809,91552,100,532.9679,TRUE,Cpd 1654: 16.145,,532.9679,Negative,-1,-1,16.069,16.219,17173,0.077,0.01,2,1,,427,6,NZ_180830_s29.d,Find by Molecular Feature
184,533.9497,0.596,534.1515,26847,96.2,532.9425,TRUE,Cpd 184: 0.596,,532.9425,Negative,-1,-1,0.557,0.648,7752,0.049,0,3,1,,6,78,NZ_180830_s29.d,Find by Molecular Feature
2024,532.3208,16.487,532.5377,10447,100,531.3135,TRUE,Cpd 2024: 16.487,,531.3135,Negative,-1,-1,16.444,16.56,2093,0.068,0,2,1,,471,1,NZ_180830_s29.d,Find by Molecular Feature
1844,532.3092,16.294,532.7377,621676,100,531.3019,TRUE,Cpd 1844: 16.294,,531.3019,Negative,-1,-1,16.235,16.435,99401,0.081,0.09,4,1,,447,8,NZ_180830_s29.d,Find by Molecular Feature
701,532.04,2.879,532.1304,27824,93.7,531.0331,TRUE,Cpd 701: 2.879,0.0005,531.0331,Negative,-1,-1,2.813,2.938,1987,0.063,0,3,1,,121,9,NZ_180830_s29.d,Find by Molecular Feature
1983,532.0115,16.432,532.1216,57508,100,531.0043,TRUE,Cpd 1983: 16.432,,531.0043,Negative,-1,-1,16.344,16.577,7311,0.118,0.01,2,1,,465,7,NZ_180830_s29.d,Find by Molecular Feature
181,531.9345,0.596,532.0095,66991,100,530.9272,TRUE,Cpd 181: 0.596,,530.9272,Negative,-1,-1,0.54,0.673,15555,0.063,0.01,2,1,,6,78,NZ_180830_s29.d,Find by Molecular Feature
253,531.8567,0.63,532.2993,15901,86.5,530.8495,TRUE,Cpd 253: 0.630,,530.8495,Negative,-1,-1,0.54,0.673,2361,0.086,0,3,1,,11,12,NZ_180830_s29.d,Find by Molecular Feature
2066,530.264,17.055,530.5219,11226,94,529.2567,TRUE,Cpd 2066: 17.055,,529.2567,Negative,-1,-1,17.01,17.118,2541,0.061,0,2,1,,496,2,NZ_180830_s29.d,Find by Molecular Feature
1624,529.9977,16.094,530.0871,106937,100,528.9904,TRUE,Cpd 1624: 16.094,,528.9904,Negative,-1,-1,16.002,16.194,18284,0.087,0.01,2,1,,420,5,NZ_180830_s29.d,Find by Molecular Feature
1928,529.9921,16.377,530.1441,32977,100,528.9848,TRUE,Cpd 1928: 16.377,,528.9848,Negative,-1,-1,16.31,16.518,4299,0.112,0,2,1,,459,12,NZ_180830_s29.d,Find by Molecular Feature
490,528.9761,1.059,529.1376,281273,100,527.9689,TRUE,Cpd 490: 1.059,0.0007,527.9689,Negative,-1,-1,0.957,1.215,54582,0.086,0.04,5,1,,56,8,NZ_180830_s29.d,Find by Molecular Feature
520,528.5532,1.159,529.0572,286712,100,1056.0988,TRUE,Cpd 520: 1.159,0.0004,1056.0988,Negative,-1,-1,1.023,1.323,11727,0.102,0.04,8,1,,64,13,NZ_180830_s29.d,Find by Molecular Feature
416,526.0253,0.893,526.2233,57007,90.1,525.018,TRUE,Cpd 416: 0.893,,525.018,Negative,-1,-1,0.765,1.123,4219,0.209,0.01,2,1,,40,6,NZ_180830_s29.d,Find by Molecular Feature
1853,525.9944,16.306,527.0488,53506,82.5,524.9871,TRUE,Cpd 1853: 16.306,,526.9937,Negative,-1,-1,16.219,16.477,4730,0.12,0.01,3,1,,448,4,NZ_180830_s29.d,Find by Molecular Feature
1672,524.2948,16.158,524.5958,7430,99,523.2876,TRUE,Cpd 1672: 16.158,,523.2876,Negative,-1,-1,16.102,16.194,1371,0.065,0,2,1,,429,14,NZ_180830_s29.d,Find by Molecular Feature
1773,523.9714,16.227,524.0823,57984,100,522.9642,TRUE,Cpd 1773: 16.227,,522.9642,Negative,-1,-1,16.152,16.31,13213,0.068,0.01,2,1,,438,20,NZ_180830_s29.d,Find by Molecular Feature
1757,521.9756,16.216,522.3191,9333,100,520.9683,TRUE,Cpd 1757: 16.216,,520.9683,Negative,-1,-1,16.169,16.285,1461,0.074,0,2,1,,437,12,NZ_180830_s29.d,Find by Molecular Feature
248,521.906,0.625,522.4562,49808,100,520.8988,TRUE,Cpd 248: 0.625,,520.8988,Negative,-1,-1,0.524,0.69,6909,0.085,0.01,3,1,,11,12,NZ_180830_s29.d,Find by Molecular Feature
2079,520.239,17.927,520.4934,6078,91.4,519.2317,TRUE,Cpd 2079: 17.927,,519.2317,Negative,-1,-1,17.884,17.992,1325,0.069,0,2,1,,507,3,NZ_180830_s29.d,Find by Molecular Feature
485,519.5504,1.055,519.5504,19535,80,518.5438,TRUE,Cpd 485: 1.055,0.0009,518.5438,Negative,-1,-1,0.965,1.09,1627,0.074,0,2,1,,55,12,NZ_180830_s29.d,Find by Molecular Feature
1762,519.3026,16.218,519.6116,15680,100,518.2953,TRUE,Cpd 1762: 16.218,,518.2953,Negative,-1,-1,16.135,16.277,2211,0.092,0,2,1,,437,12,NZ_180830_s29.d,Find by Molecular Feature
1779,518.2263,16.229,518.5943,8370,85.2,517.219,TRUE,Cpd 1779: 16.229,,517.219,Negative,-1,-1,16.185,16.285,1583,0.063,0,2,1,,438,20,NZ_180830_s29.d,Find by Molecular Feature
515,518.0638,1.156,518.655,53804,100,517.0565,TRUE,Cpd 515: 1.156,,517.0565,Negative,-1,-1,0.99,1.265,6250,0.107,0.01,3,1,,63,8,NZ_180830_s29.d,Find by Molecular Feature
443,518.032,0.962,518.2373,76581,100,517.0247,TRUE,Cpd 443: 0.962,,517.0247,Negative,-1,-1,0.907,1.081,16058,0.074,0.01,3,1,,46,7,NZ_180830_s29.d,Find by Molecular Feature
1890,517.9819,16.336,518.0959,1273459,97.4,516.9747,TRUE,Cpd 1890: 16.336,,516.9747,Negative,-1,-1,16.269,16.468,249963,0.09,0.18,4,1,,453,10,NZ_180830_s29.d,Find by Molecular Feature
1644,517.9811,16.136,518.0989,535881,100,516.9739,TRUE,Cpd 1644: 16.136,,516.9739,Negative,-1,-1,16.06,16.21,99164,0.073,0.07,3,1,,425,6,NZ_180830_s29.d,Find by Molecular Feature
523,517.5623,1.159,517.9398,694575,100,1034.1162,TRUE,Cpd 523: 1.159,0.0013,1034.1162,Negative,-1,-1,1.048,1.273,36998,0.09,0.1,8,1,,64,13,NZ_180830_s29.d,Find by Molecular Feature
2052,516.2053,16.705,516.438,13890,100,515.198,TRUE,Cpd 2052: 16.705,,515.198,Negative,-1,-1,16.668,16.802,2608,0.075,0,2,1,,487,3,NZ_180830_s29.d,Find by Molecular Feature
1620,516.0009,16.082,516.1143,54977,100,514.9936,TRUE,Cpd 1620: 16.082,,514.9936,Negative,-1,-1,16.019,16.285,8801,0.106,0.01,2,1,,419,3,NZ_180830_s29.d,Find by Molecular Feature
139,515.903,0.593,515.9737,23130,92.5,514.8957,TRUE,Cpd 139: 0.593,,514.8957,Negative,-1,-1,0.557,0.648,7276,0.047,0,2,1,,6,78,NZ_180830_s29.d,Find by Molecular Feature
1690,514.3436,16.177,515.1674,6556,88.2,513.3363,TRUE,Cpd 1690: 16.177,,513.3363,Negative,-1,-1,16.069,16.244,1163,0.077,0,3,1,,431,12,NZ_180830_s29.d,Find by Molecular Feature
1970,514.021,16.402,514.1506,26736,87,513.0137,TRUE,Cpd 1970: 16.402,,513.0137,Negative,-1,-1,16.36,16.502,4699,0.081,0,2,1,,462,5,NZ_180830_s29.d,Find by Molecular Feature
1887,513.9864,16.332,514.2505,84889,100,512.9791,TRUE,Cpd 1887: 16.332,,512.9791,Negative,-1,-1,16.244,16.543,11587,0.114,0.01,3,1,,453,10,NZ_180830_s29.d,Find by Molecular Feature
718,512.5709,2.899,512.5709,10593,80,511.564,TRUE,Cpd 718: 2.899,0.0015,511.564,Negative,-1,-1,2.838,2.947,1724,0.059,0,2,1,,123,5,NZ_180830_s29.d,Find by Molecular Feature
1717,512.3671,16.195,512.7199,9794,99.8,511.3598,TRUE,Cpd 1717: 16.195,,511.3598,Negative,-1,-1,16.119,16.352,1126,0.113,0,2,1,,433,14,NZ_180830_s29.d,Find by Molecular Feature
1827,511.992,16.27,512.1089,37556,91.4,510.9848,TRUE,Cpd 1827: 16.270,,510.9848,Negative,-1,-1,16.219,16.36,8329,0.076,0.01,2,1,,444,7,NZ_180830_s29.d,Find by Molecular Feature
147,509.8542,0.594,510.0876,22613,100,508.8469,TRUE,Cpd 147: 0.594,,508.8469,Negative,-1,-1,0.54,0.665,5509,0.061,0,3,1,,6,78,NZ_180830_s29.d,Find by Molecular Feature
685,509.5644,2.857,509.5644,62796,80,1018.1212,TRUE,Cpd 685: 2.857,0.0009,1018.1212,Negative,-1,-1,2.805,2.947,6809,0.069,0.01,2,1,,117,13,NZ_180830_s29.d,Find by Molecular Feature
503,509.5356,1.105,509.5356,11305,80,1018.0627,TRUE,Cpd 503: 1.105,0.0028,1018.0627,Negative,-1,-1,1.065,1.173,1110,0.07,0,2,1,,59,4,NZ_180830_s29.d,Find by Molecular Feature
352,507.9799,0.781,508.1497,64109,95,506.9726,TRUE,Cpd 352: 0.781,,506.9726,Negative,-1,-1,0.723,0.907,9387,0.117,0.01,3,1,,26,15,NZ_180830_s29.d,Find by Molecular Feature
2090,507.8392,18.465,508.0039,288518,100,506.8319,TRUE,Cpd 2090: 18.465,0.0005,506.8319,Negative,-1,-1,18.3,18.825,15963,0.267,0.04,4,1,,511,9,NZ_180830_s29.d,Find by Molecular Feature
489,506.9946,1.057,507.1648,740534,100,505.9874,TRUE,Cpd 489: 1.057,,505.9874,Negative,-1,-1,0.99,1.448,152677,0.096,0.1,4,1,,55,12,NZ_180830_s29.d,Find by Molecular Feature
601,506.9931,2.056,507.1535,45399,90.1,505.9858,TRUE,Cpd 601: 2.056,,505.9858,Negative,-1,-1,1.831,2.23,3946,0.195,0.01,2,1,,92,2,NZ_180830_s29.d,Find by Molecular Feature
1751,505.979,16.212,506.4236,68979,100,504.9717,TRUE,Cpd 1751: 16.212,,504.9717,Negative,-1,-1,16.152,16.344,11303,0.081,0.01,3,1,,436,18,NZ_180830_s29.d,Find by Molecular Feature
1815,504.2474,16.259,505.1227,31345,100,503.2401,TRUE,Cpd 1815: 16.259,,503.2401,Negative,-1,-1,16.169,16.352,2799,0.105,0,3,1,,443,10,NZ_180830_s29.d,Find by Molecular Feature
249,503.9398,0.626,504.0909,133641,87,502.9325,TRUE,Cpd 249: 0.626,,502.9325,Negative,-1,-1,0.54,0.682,28616,0.061,0.02,3,1,,11,12,NZ_180830_s29.d,Find by Molecular Feature
1873,501.9866,16.321,502.0989,22536896,100,500.9794,TRUE,Cpd 1873: 16.321,,500.9794,Negative,-1,-1,16.26,16.693,4075304,0.102,3.1,4,1,S,451,8,NZ_180830_s29.d,Find by Molecular Feature
202,501.8857,0.6,502.024,8676,84.3,500.8784,TRUE,Cpd 202: 0.600,,500.8784,Negative,-1,-1,0.565,0.665,2509,0.062,0,2,1,,7,19,NZ_180830_s29.d,Find by Molecular Feature
1707,499.9725,16.19,500.2963,126611,100,498.9652,TRUE,Cpd 1707: 16.190,,498.9652,Negative,-1,-1,16.135,16.26,26955,0.066,0.02,4,1,,433,14,NZ_180830_s29.d,Find by Molecular Feature
1870,499.9713,16.319,500.0584,44348,87.4,498.964,TRUE,Cpd 1870: 16.319,,498.964,Negative,-1,-1,16.269,16.435,8744,0.093,0.01,2,1,,451,8,NZ_180830_s29.d,Find by Molecular Feature
246,499.8255,0.625,500.3263,27810,93.1,498.8182,TRUE,Cpd 246: 0.625,,498.8182,Negative,-1,-1,0.549,0.673,6571,0.058,0,3,1,,11,12,NZ_180830_s29.d,Find by Molecular Feature
683,498.574,2.856,498.574,318731,80,497.5669,TRUE,Cpd 683: 2.856,0.0007,497.5669,Negative,-1,-1,2.772,2.98,46379,0.072,0.04,2,1,,117,13,NZ_180830_s29.d,Find by Molecular Feature
1677,498.1734,16.163,498.7949,20275,85,497.1661,TRUE,Cpd 1677: 16.163,,497.1661,Negative,-1,-1,16.052,16.252,2220,0.107,0,3,1,,429,14,NZ_180830_s29.d,Find by Molecular Feature
1865,497.9915,16.317,498.0814,44903,100,496.9842,TRUE,Cpd 1865: 16.317,,496.9842,Negative,-1,-1,16.202,16.444,7225,0.108,0.01,2,1,,450,12,NZ_180830_s29.d,Find by Molecular Feature
423,497.9745,0.904,498.2714,53815,92,496.9672,TRUE,Cpd 423: 0.904,,496.9672,Negative,-1,-1,0.798,1.073,5002,0.157,0.01,3,1,,41,3,NZ_180830_s29.d,Find by Molecular Feature
1931,496.2607,16.378,496.5495,354304,100,495.2534,TRUE,Cpd 1931: 16.378,,495.2534,Negative,-1,-1,16.31,16.535,56830,0.092,0.05,4,1,,459,12,NZ_180830_s29.d,Find by Molecular Feature
